TimeInterval,GantryFrom,GantryTo,VehicleType,TravelTime,TrafficFlow,SpaceMeanSpeed
2023/07/01 02:00,01F0467S,01F0492S,41,0,0,0
2023/03/04 20:50,01F0492S,01F0511S,42,76,9,90
2023/08/28 21:25,01F0633S,01F0664S,31,112,94,97
2023/03/26 13:30,01F0467S,01F0492S,32,92,48,97
2023/10/20 19:40,01F0467S,01F0492S,5,99,3,90
2023/01/12 10:30,01F0578S,01F0633S,41,317,1,61
2023/03/11 13:30,01F0264S,01F0293S,42,118,13,86
2023/12/18 19:55,01F0492S,01F0511S,42,81,8,82
2023/04/26 14:05,01F0511S,01F0532S,31,86,193,86
2023/12/26 15:00,01F0264S,01F0293S,42,118,24,86
2023/03/14 18:15,01F0339S,01F0376S,41,187,23,68
2023/12/09 04:45,01F0467S,01F0492S,5,101,2,86
2023/05/11 11:50,01F0557S,01F0578S,32,87,80,86
2023/04/17 05:00,01F0532S,01F0557S,32,92,21,97
2023/09/05 19:00,01F0413S,01F0467S,42,230,3,82
2023/03/17 01:20,01F0557S,01F0578S,41,82,1,90
2023/08/21 05:45,01F0699S,01F0750S,31,169,50,108
2023/12/17 23:45,01F0339S,01F0376S,41,141,2,91
2023/04/01 10:30,01F0413S,01F0467S,31,191,135,100
2023/08/01 07:25,01F0339S,01F0376S,32,184,90,72
2023/03/29 02:10,01F0339S,01F0376S,32,133,7,97
2023/03/21 19:20,01F0376S,01F0413S,31,230,232,57
2023/05/11 15:35,01F0928S,01F0950S,5,87,11,90
2023/04/25 15:55,01F0293S,01F0339S,41,203,12,79
2023/04/27 20:05,01F0578S,01F0633S,42,226,9,86
2023/12/19 11:30,01F0413S,01F0467S,41,224,5,86
2023/07/02 04:20,01F0928S,01F0950S,31,71,25,108
2023/06/21 03:55,01F0339S,01F0376S,41,0,0,0
2023/12/18 13:25,01F0681S,01F0699S,5,77,10,82
2023/11/04 07:25,01F0557S,01F0578S,41,95,9,79
2023/05/30 21:10,01F0511S,01F0532S,31,78,150,93
2023/11/18 06:20,01F0492S,01F0511S,41,73,9,93
2023/07/05 12:00,01F0578S,01F0633S,41,263,1,72
2023/02/15 17:50,01F0950S,01F0980S,41,125,3,86
2023/04/01 15:30,01F0681S,01F0699S,32,68,24,93
2023/07/26 21:00,01F0557S,01F0578S,42,83,5,90
2023/05/16 09:25,01F0557S,01F0578S,41,270,4,25
2023/09/27 19:10,01F0339S,01F0376S,5,309,7,39
2023/06/02 12:05,01F0339S,01F0376S,31,159,320,82
2023/09/25 04:25,01F0511S,01F0532S,41,0,0,0
2023/10/26 01:40,01F0950S,01F0980S,42,110,9,97
2023/04/25 18:20,01F0880S,01F0928S,42,269,14,61
2023/05/05 05:45,01F0578S,01F0633S,42,207,17,93
2023/08/31 10:10,01F0376S,01F0413S,42,184,15,72
2023/08/23 16:45,01F0492S,01F0511S,32,94,74,72
2023/05/16 08:00,01F0928S,01F0950S,5,119,10,64
2023/04/12 00:55,01F0376S,01F0413S,5,168,7,79
2023/12/24 13:25,01F0664S,01F0681S,41,0,0,0
2023/04/30 19:55,01F0633S,01F0664S,32,122,32,90
2023/08/21 14:00,01F0578S,01F0633S,41,0,0,0
2023/11/19 11:30,01F0557S,01F0578S,31,78,179,93
2023/02/24 11:40,01F0511S,01F0532S,31,107,157,68
2023/02/28 21:20,01F0699S,01F0750S,32,187,23,97
2023/05/12 20:00,01F0699S,01F0750S,32,202,29,90
2023/07/14 17:00,01F0557S,01F0578S,32,317,45,21
2023/12/28 04:15,01F0950S,01F0980S,42,116,8,91
2023/05/10 09:40,01F0750S,01F0880S,5,631,23,72
2023/03/29 05:35,01F0750S,01F0880S,42,507,19,90
2023/10/16 03:10,01F0928S,01F0950S,31,74,12,104
2023/04/07 01:20,01F0532S,01F0557S,41,0,0,0
2023/02/02 21:25,01F0699S,01F0750S,41,0,0,0
2023/10/09 10:35,01F0532S,01F0557S,42,118,13,75
2023/08/09 16:00,01F0664S,01F0681S,32,69,64,86
2023/01/19 02:40,01F0376S,01F0413S,32,133,7,97
2023/08/01 23:15,01F0492S,01F0511S,42,73,8,91
2023/11/20 03:50,01F0376S,01F0413S,5,172,3,75
2023/07/29 07:00,01F0532S,01F0557S,42,95,21,93
2023/01/29 01:55,01F0467S,01F0492S,31,82,48,108
2023/03/14 11:35,01F0557S,01F0578S,5,93,26,79
2023/08/25 05:15,01F0511S,01F0532S,32,81,15,90
2023/10/29 17:40,01F0492S,01F0511S,31,75,211,90
2023/01/08 19:00,01F0376S,01F0413S,42,193,3,68
2023/06/30 22:30,01F0699S,01F0750S,5,200,7,90
2023/07/15 04:45,01F0511S,01F0532S,31,74,34,100
2023/05/22 19:10,01F0413S,01F0467S,42,260,5,72
2023/11/12 12:25,01F0413S,01F0467S,31,196,189,97
2023/07/09 18:00,01F0293S,01F0339S,32,193,36,82
2023/06/21 13:30,01F0950S,01F0980S,5,146,13,72
2023/02/28 19:45,01F0557S,01F0578S,31,81,187,90
2023/10/29 05:55,01F0264S,01F0293S,42,111,3,93
2023/03/06 02:15,01F0413S,01F0467S,42,229,3,82
2023/01/08 00:25,01F0750S,01F0880S,42,502,4,90
2023/08/28 17:35,01F0633S,01F0664S,41,131,1,82
2023/07/15 06:50,01F0664S,01F0681S,5,69,10,86
2023/11/22 06:00,01F0880S,01F0928S,41,187,2,91
2023/05/08 21:10,01F0293S,01F0339S,32,177,20,90
2023/03/13 04:35,01F0880S,01F0928S,42,182,7,93
2023/08/01 07:20,01F0511S,01F0532S,31,118,226,61
2023/01/19 02:30,01F0264S,01F0293S,5,116,7,90
2023/05/05 07:15,01F0511S,01F0532S,41,136,5,54
2023/07/14 01:40,01F0950S,01F0980S,42,113,9,93
2023/07/21 12:50,01F0928S,01F0950S,31,92,181,82
2023/01/09 12:30,01F0578S,01F0633S,42,239,46,81
2023/03/28 04:05,01F0950S,01F0980S,32,110,5,97
2023/01/01 22:10,01F0928S,01F0950S,31,78,149,100
2023/11/22 14:00,01F0950S,01F0980S,41,124,5,86
2023/11/28 19:10,01F0664S,01F0681S,31,65,124,93
2023/03/06 12:45,01F0293S,01F0339S,5,195,23,82
2023/12/11 11:55,01F0376S,01F0413S,31,160,127,82
2023/01/23 17:15,01F0376S,01F0413S,42,196,2,68
2023/03/15 09:10,01F0664S,01F0681S,5,73,22,82
2023/07/12 04:40,01F0664S,01F0681S,5,67,12,90
